start_date,end_date,pub_date,Polling,Publisher,Con,Lab,LD,SDP,Green,Referendum,method,UKIP,BNP,TIG/CUK,BXP,BXP/Reform
1992-03-11,1992-03-12,1992-03-15,MORI,ST,40,39,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-11,1992-03-13,1992-03-14,NOP,IoS,40,41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-11,1992-03-13,1992-03-15,NOP,IoS,40,41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-12,1992-03-13,1992-03-15,ICM,SE,39,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-12,1992-03-13,1992-03-15,Harris,DE,41,38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-12,1992-03-13,1992-03-15,MORI,TT,38,43,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-13,NA,1992-03-15,ICM,GU,38,43,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-15,1992-03-16,1992-03-17,Gallup,DT,40.5,38.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-16,NA,1992-03-18,NOP,Ind,38,42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-17,NA,1992-03-18,MORI,ST,38,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-17,1992-03-18,1992-03-19,Harris,OB,40,39,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-17,1992-03-18,1992-03-19,NOP,IoS,38,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-18,1992-03-20,1992-03-22,NOP,IoS,38,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-19,1992-03-20,1992-03-22,ICM,SE,37,42,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-19,1992-03-21,1992-03-22,NOP,MoS,39,41,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-19,1992-03-21,1992-03-22,MORI,NA,38,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-20,NA,1992-03-22,Harris,DE,43,38,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-20,1992-03-21,1992-03-22,Harris,ITN,38,42,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-20,1992-03-24,NA,MORI,TT,38,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-21,1992-03-23,1992-03-24,ICM,GU,39,40,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-01,NA,NA,NMR,EUR,38,39,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-01,NA,NA,NOP,Ind,39,42,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-22,1992-03-23,1992-03-25,Gallup,DT,40,40.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-23,NA,1992-03-25,MORI,ST,38,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-24,NA,1992-03-25,Harris,OB,40,38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-24,NA,1992-03-26,NOP,IoS,39,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-24,1992-03-25,1992-03-26,NOP,IoS,39,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-24,1992-03-25,1992-03-26,ICM,SE,36,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-25,1992-03-27,1992-03-29,NOP,MoS,37,41,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-26,1992-03-27,1992-03-29,ASL,NA,37,39,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-26,1992-03-28,1992-03-29,Harris,DE,40,39,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-26,1992-03-28,1992-03-29,NEILSEN,NA,39.8,39.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-27,NA,1992-03-29,Harris,ITN,35,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-27,1992-03-28,1992-03-29,MORI,TT,35,42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-27,1992-03-29,NA,ICM,GU,37,41,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-28,1992-03-30,1992-03-31,Gallup,DT,38,37.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-01,NA,1992-03-31,NOP,Ind,37,39,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-28,1992-03-31,1992-03-01,ICM,PA,36.2,38.7,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-30,NA,1992-03-01,MORI,ST,37,39,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-31,NA,1992-03-01,Gallup,STel,37.5,37.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-31,1992-03-01,1992-03-02,NOP,IoS,38,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-31,1992-03-01,1992-03-02,NOP,IoS,38,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-31,1992-03-03,1992-03-07,ICM,SE,37,39,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-01,1992-04-03,1992-04-05,ASL,NA,35,38,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-02,1992-04-03,1992-04-05,Harris,OB,38,40,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-02,1992-04-03,1992-04-05,NOP,MoS,35,41,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-02,1992-04-03,1992-04-05,Harris,DE,37,38,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-03,NA,1992-04-05,Harris,ITN,38,40,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-03,1992-04-04,NA,MORI,Yorkshire TV,37,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-03,1992-04-04,1992-04-05,NOP,Independent Television Commission,42,33,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-03,1992-04-04,1992-04-05,NOP,Ind,39,42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-04,1992-04-06,1992-04-07,Gallup,DT,38.5,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-04,1992-04-07,1992-04-08,MORI,TT,38,39,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-06,1992-04-07,1992-04-08,ICM,GU,38,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1992-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-07,1992-04-08,1992-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-07,1992-04-08,1992-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-07,1992-04-08,1992-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-08,NA,1992-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-10,1992-04-11,NA,ASL,NA,42,36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-10,1992-04-12,NA,Gallup,NA,39,38,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-25,NA,1992-04-03,MORI,ST,43,38,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-15,1992-04-16,1992-04-19,Harris,OB,44,36,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-25,1992-04-28,NA,MORI,NA,39,37,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-29,1992-04-04,NA,Gallup,NA,42,39,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-05-08,1992-05-09,1992-05-13,ICM,GU,46,36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-05-13,1992-05-14,1992-05-17,Harris,OB,46,37,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-05-15,1992-05-17,1992-05-29,ASL,NA,45,37,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-05-21,1992-05-26,1992-05-31,MORI,ST,43,38,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-05-28,1992-05-01,NA,Gallup,NA,45,37,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-06-05,1992-06-06,1992-06-10,ICM,GU,44,36,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-06-17,1992-06-18,1992-06-21,Harris,OB,46,36,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-06-19,1992-06-23,1992-06-28,MORI,ST,42,39,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-01,1992-07-06,NA,Gallup,NA,42,38,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-03,1992-07-04,1992-07-08,ICM,GU,45,39,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-15,1992-07-16,1992-07-19,Harris,OB,44,38,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-23,1992-07-28,1992-07-02,MORI,ST,39,43,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-29,1992-07-03,NA,Gallup,NA,40.5,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-01,NA,NA,G9000,NA,39.1,41.4,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-08-07,1992-08-08,1992-08-09,ICM,GU,41,40,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-08-14,NA,1992-08-15,NOP,IoS,43,39,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-08-21,NA,NA,MORI,NA,38,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-08-27,1992-08-01,1992-08-07,MORI,TT,41,44,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-08-01,NA,NA,G9000,NA,38.4,42.6,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Gallup,NA,43,41,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,ICM,GU,38,38,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Harris,OB,36,44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Gallup,DT,37,42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NOP,IoS,39,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,MORI,ST,39,43,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Gallup,DT,37,44,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,MORI,TT,37,43,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,G9000,NA,36.9,44.5,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-07,1992-10-12,NA,Gallup,NA,36,45,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-09,1992-10-10,1992-10-14,ICM,GU,38,42,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-14,1992-10-19,NA,Gallup,NA,29,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-23,1992-10-27,1992-10-01,MORI,ST,35,45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-28,1992-10-02,1992-10-06,Gallup,DT,32.5,50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-30,NA,1992-10-01,NOP,IoS,34,47,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-01,NA,NA,G9000,NA,32,48.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-06,1992-11-07,1992-11-12,ICM,GU,34,43,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-07,1992-11-08,1992-11-16,Harris,WIA,30,53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-11,1992-11-12,1992-11-15,Harris,OB,32,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-19,1992-11-20,1992-11-22,ICM,DE,33,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-25,1992-11-30,1992-11-04,Gallup,DT,29,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-27,1992-11-01,1992-11-08,MORI,ST,34,47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-01,NA,NA,G9000,NA,30.2,51.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-12-04,1992-12-05,1992-12-09,ICM,GU,33,45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-12-11,1992-12-15,1992-12-27,MORI,ST,34,47,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-12-01,NA,NA,G9000,NA,32.2,48.1,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-06,1993-01-11,1993-01-15,Gallup,DT,33.5,45.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-08,1993-01-09,1993-01-14,ICM,GU,38,42,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-21,1993-01-25,1993-01-31,MORI,ST,37,45,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-25,1993-01-26,NA,MORI,CCC,38,44,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-27,1993-01-01,1993-01-05,Gallup,DT,33.5,46,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-01,NA,NA,G9000,NA,33,47.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-02-04,1993-02-05,1993-02-10,ICM,GU,37,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-02-18,1993-02-22,1993-02-26,MORI,TT,34,46,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-02-24,1993-02-01,1993-02-05,Gallup,DT,32,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-02-01,NA,NA,G9000,NA,31.9,47.4,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-03-05,1993-03-06,1993-03-13,ICM,GU,34,45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-03-25,1993-03-29,1993-03-02,MORI,TT,32,47,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-03-30,1993-03-05,1993-03-08,Gallup,DT,30.5,49,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-03-01,NA,NA,G9000,NA,30,48.3,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-04-02,1993-04-03,1993-04-07,ICM,GU,34,46,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-04-22,1993-04-26,1993-04-30,MORI,TT,32,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-04-27,1993-04-03,1993-04-07,Gallup,DT,30,47,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-04-01,NA,NA,G9000,NA,30.9,47.4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-05-07,1993-05-08,1993-05-12,ICM,GU,29,43,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-05-20,1993-05-24,1993-05-28,MORI,TT,28,44,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-05-26,1993-05-31,1993-05-01,Gallup,DT,25,49,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-05-01,NA,NA,G9000,NA,26.8,44.2,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-04,1993-06-05,1993-06-09,ICM,GU,27,43,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-11,NA,1993-06-13,NOP,IoS,27,42,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-11,1993-06-12,1993-06-13,MORI,ST,29,44,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-24,1993-06-28,1993-06-02,MORI,TT,28,46,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-30,1993-06-05,1993-06-09,Gallup,DT,24.5,43,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-01,NA,NA,G9000,NA,24.2,45.8,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-02,1993-07-03,1993-07-07,ICM,GU,28,42,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-01,NA,1993-07-25,Gallup,Stel,31,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-22,1993-07-26,1993-07-29,MORI,TT,27,44,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-23,NA,1993-07-25,MORI,ST,34,44,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-28,1993-07-02,1993-07-06,Gallup,DT,23,44.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-30,NA,1993-07-01,MORI,TT,27,41,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-01,NA,NA,G9000,NA,25.4,44.7,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-08-06,1993-08-07,1993-08-12,ICM,GU,28,40,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-08-19,1993-08-23,1993-08-27,MORI,TT,28,42,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-08-01,NA,NA,G9000,NA,23.7,42.9,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-02,1993-09-06,NA,Gallup,DT,25.5,46.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-10,1993-09-11,1993-09-17,ICM,GU,27,45,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-16,1993-09-20,1993-09-23,MORI,TT,29,43,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-16,1993-09-21,1993-09-26,Gallup,DT,23.5,44,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-01,NA,1993-09-26,ICM,SE,27,41,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-22,1993-09-27,1993-09-04,Gallup,DT,23,44.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-01,NA,NA,G9000,NA,24.3,45,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-08,1993-10-09,1993-10-10,ICM,SE,30,40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-01,NA,1993-10-13,ICM,GU,31,46,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-01,NA,1993-10-24,MORI,ST,29,43,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-21,1993-10-25,1993-10-29,MORI,TT,29,45,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-27,1993-10-01,1993-10-05,Gallup,DT,24,46.5,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-01,NA,NA,G9000,NA,26.2,45.6,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-11-05,1993-11-06,1993-11-11,ICM,GU,29,45,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-11-12,1993-11-13,NA,NOP,NA,27,47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-11-18,1993-11-22,1993-11-26,MORI,TT,29,47,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-11-01,NA,NA,G9000,NA,25.4,46.2,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-12-01,1993-12-06,1993-12-10,Gallup,DT,27,48.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-12-03,1993-12-04,1993-12-08,ICM,GU,26,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-12-09,1993-12-13,1993-12-17,MORI,TT,29,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-12-13,1993-12-14,1993-12-19,ICM,OB,26,48,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-12-01,NA,NA,G9000,NA,26.8,46.4,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-06,1994-01-11,1994-01-14,Gallup,DT,25.5,46.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-07,1994-01-08,1994-01-12,ICM,GU,26,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-10,1994-01-11,NA,MORI,Sun,30,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-20,1994-01-24,1994-01-28,MORI,TT,28,48,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-26,1994-01-01,1994-01-04,Gallup,DT,26,45.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-27,NA,1994-01-30,ASL,SM,28,41,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-01,NA,NA,G9000,NA,25.5,48.2,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-02-11,1994-02-12,1994-02-16,ICM,GU,26,51,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-02-22,1994-02-28,1994-02-04,Gallup,DT,25,48.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-02-24,1994-02-28,1994-02-04,MORI,TT,28,47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-02-01,NA,NA,G9000,NA,26.3,47.6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-11,1994-03-12,1994-03-16,ICM,GU,24,49,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-01,NA,NA,ICM,GU,28,47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-24,1994-03-28,1994-03-31,MORI,TT,28,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-29,1994-03-04,1994-03-08,Gallup,DT,26.5,51.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-31,NA,1994-03-03,NOP,IoS,26,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-01,NA,NA,G9000,NA,25.9,47.7,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-04-06,NA,1994-04-08,MORI,ES,28,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-04-08,1994-04-09,1994-04-13,ICM,GU,29,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-04-20,NA,1994-04-23,NOP,Ind,26,48,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-04-21,1994-04-25,1994-04-28,MORI,TT,26,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-04-01,NA,NA,G9000,NA,24.4,48.3,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-04,1994-05-09,1994-05-14,Gallup,DT,24.5,45.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-06,1994-05-07,1994-05-11,ICM,GU,27,43,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-13,1994-05-14,NA,MORI,NA,26,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-17,NA,1994-05-23,ICM,DE,27,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-19,1994-05-23,1994-05-26,MORI,TT,27,46,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-20,1994-05-21,1994-05-25,ICM,GU,30,44,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-25,1994-05-30,1994-05-06,Gallup,DT,23,53.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-01,NA,NA,G9000,NA,22.8,49.2,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-02,1994-06-06,1994-06-09,MORI,TT,23,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-04,NA,1994-06-08,ICM,DE,27,45,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-10,NA,1994-06-12,ICM,SE,26.5,45.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-01,NA,1994-06-12,MORI,GMB,22,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-16,1994-06-20,1994-06-24,MORI,TT,24,52,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-30,1994-06-01,1994-06-08,Gallup,DT,26.5,51,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-01,NA,NA,G9000,NA,21.6,51.8,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-07-08,1994-07-09,1994-07-13,ICM,GU,31,44,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-07-14,1994-07-18,1994-07-22,MORI,TT,23,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-07-27,1994-07-01,1994-07-05,Gallup,DT,23,56.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-07-01,NA,NA,G9000,NA,22,54.7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-08-05,1994-08-06,1994-08-10,ICM,GU,28,49,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-08-20,1994-08-21,1994-08-26,MORI,TT,23,56,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-08-26,NA,1994-08-28,NOP,IoS,26,54,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-08-01,NA,NA,G9000,NA,23,55.5,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-01,1994-09-05,1994-09-09,Gallup,DT,22,56.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-09,1994-09-10,1994-09-15,ICM,GU,33,45,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-15,1994-09-16,1994-09-20,NOP,Ind,30,48,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-22,1994-09-26,1994-09-30,MORI,TT,25,54,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-22,1994-09-27,1994-09-02,Gallup,DT,21,57.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-24,1994-09-26,1994-09-30,MORI,Econ,25,52,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-28,1994-09-03,1994-09-10,Gallup,DT,25.5,54,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-01,NA,NA,G9000,NA,22.8,55.5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-10-07,1994-10-08,1994-10-12,ICM,GU,32,49,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-10-20,1994-10-24,1994-10-28,MORI,TT,25,57,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-10-27,1994-10-31,1994-10-04,Gallup,DT,21.5,56.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-10-01,NA,NA,G9000,NA,22.8,56.7,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-11-04,1994-11-05,1994-11-09,ICM,GU,31,49,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-11-17,1994-11-21,1994-11-24,MORI,TT,24,55,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-11-30,1994-11-05,1994-11-09,Gallup,DT,21.5,61,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-11-01,NA,NA,G9000,NA,23.2,57.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
