Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP
,Oct,25,25/10/2013,27,Survation,MoS,29,2,35,-2,12,1,-6,4,Internet,GB,17,2,1
,Oct,25-27,25/10/2013,28,Populus,,33,-1,38,-1,12,1,-5,0,Internet,,9,3,1
,Oct,25-27,25/10/2013,28,ComRes,Ind,28,-5,36,-1,11,0,-8,-4,Phone,,12,5,1
,Oct,27-28,27/10/2013,,YouGov,Sun,31,-2,40,1,9,0,-9,-3,Internet,,12,3,1
,Oct,28-29,28/10/2013,,YouGov,Sun,33,2,39,-1,10,1,-6,3,Internet,,11,2,0
,Oct,29-30,29/10/2013,,YouGov,Sun,33,0,40,1,8,-2,-7,-1,Internet,,11,2,1
,Oct,29-1,29/10/2013,3,Opinium,Ob,31,4,37,1,7,-2,-6,5,Internet,,16,3,2
,Oct,30-31,30/10/2013,,YouGov,Sun,35,2,39,-1,9,1,-4,3,Internet,,10,2,1
,Oct,30-31,30/10/2013,1,Populus,,33,0,40,2,11,-1,-7,-2,Internet,,9,2,1
,Oct,20-1,30/10/2013,,YouGov,Progress,31,-4,41,2,8,-1,-10,-6,Internet,,12,2,1
,Oct,31-1,31/10/2013,3,YouGov,ST,32,1,41,0,9,1,-9,1,Internet,,12,2,1
,Nov,1-3,01/11/2013,4,Populus,,34,1,39,-1,10,-1,-5,2,Internet,,10,3,1
,Nov,3-4,03/11/2013,,YouGov,Sun,33,1,40,-1,9,0,-7,2,Internet,,12,2,0
,Nov,4-5,04/11/2013,,YouGov,Sun,34,1,40,0,8,-1,-6,1,Internet,,11,2,1
,Nov,4-10,04/11/2013,41643,Lord Ashcroft,,30,,39,,8,,-9,,Internet,,16,,
,Nov,5-6,05/11/2013,,YouGov,Sun,33,-1,40,0,9,1,-7,-1,Internet,,12,3,0
,Nov,6-7,06/11/2013,,YouGov,Sun,33,0,39,-1,10,1,-6,1,Internet,,11,2,1
,Nov,6-7,06/11/2013,8,Populus,,32,-2,39,0,12,2,-7,-2,Internet,,9,3,0
,Nov,7-8,07/11/2013,10,YouGov,ST,34,1,39,0,10,0,-5,1,Internet,,11,2,1
,Nov,7-11,07/11/2013,14,TNS BMRB,,30,-4,38,2,8,-1,-8,-6,Internet,,12,4,1
,Nov,8-10,08/11/2013,11,Populus,,31,-1,39,0,11,-1,-8,-1,Internet,,10,3,1
,Nov,8-10,08/11/2013,12,ICM,Gu,30,-4,38,0,13,1,-8,-4,Phone,,10,,
,Nov,9-11,09/11/2013,15,MORI,ES,32,-3,38,3,8,-1,-6,-6,Phone,Certain to vote,8,7,1
,Nov,10-11,10/11/2013,,YouGov,Sun,33,-1,40,1,9,-1,-7,-2,Internet,,11,3,1
,Nov,11-12,11/11/2013,,YouGov,Sun,32,-1,42,2,8,-1,-10,-3,Internet,,10,3,1
,Nov,12-13,12/11/2013,,YouGov,Sun,31,-1,39,-3,9,1,-8,2,Internet,,13,2,1
,Nov,12-14,12/11/2013,17,Opinium,Ob,28,-3,37,0,9,2,-9,-3,Internet,,16,4,1
,Nov,13-14,13/11/2013,,YouGov,Sun,32,1,40,1,10,1,-8,0,Internet,,13,2,1
,Nov,13-14,13/11/2013,15,Populus,,31,0,40,1,11,0,-9,-1,Internet,,10,3,1
,Nov,13-15,13/11/2013,17,ComRes,IoS/SM,29,-3,35,0,10,1,-6,-3,Internet,,17,5,1
,Nov,14-15,14/11/2013,17,YouGov,ST,33,1,39,-1,10,0,-6,2,Internet,,12,2,0
,Nov,15-17,15/11/2013,18,Populus,,32,1,41,1,10,-1,-9,0,Internet,,9,3,1
,Nov,17-18,17/11/2013,,YouGov,Sun,32,-1,39,0,11,1,-7,-1,Internet,,12,2,1
,Nov,18-19,18/11/2013,,YouGov,Sun,34,2,38,-1,10,-1,-4,3,Internet,,11,2,1
,Nov,19-20,19/11/2013,,YouGov,Sun,32,-2,40,2,9,-1,-8,-4,Internet,,12,3,0
,Nov,20-21,20/11/2013,,YouGov,Sun,32,0,39,-1,10,1,-7,1,Internet,,12,2,1
,Nov,20-21,20/11/2013,22,Populus,,33,1,38,-3,11,1,-5,4,Internet,,11,2,1
,Nov,21-22,21/11/2013,24,YouGov,ST,33,1,40,1,9,-1,-7,0,Internet,,11,2,0
,Nov,21-22,21/11/2013,41634,Survation,Daily Star,29,0,36,1,10,-2,-7,-1,Internet,GB,18,3,2
,Nov,22-24,22/11/2013,25,Populus,,34,1,39,1,12,1,-5,0,Internet,,7,3,1
,Nov,22-24,22/11/2013,26,ComRes,Ind,32,4,37,1,9,-2,-5,3,Phone,,11,3,1
,Nov,24-25,24/11/2013,,YouGov,Sun,32,-1,40,0,10,1,-8,-1,Internet,,12,2,1
,Nov,25-26,25/11/2013,,YouGov,Sun,32,0,39,-1,10,0,-7,1,Internet,,12,3,1
,Nov,26-27,26/11/2013,,YouGov,Sun,32,0,39,0,10,0,-7,0,Internet,,13,2,1
,Nov,26-29,26/11/2013,1,Opinium,Ob,28,0,35,-2,8,-1,-7,2,Internet,,19,4,1
,Nov,27-28,27/11/2013,,YouGov,Sun,33,1,39,0,8,-2,-6,1,Internet,,14,2,1
,Nov,27-28,27/11/2013,29,Populus,,35,1,38,-1,12,0,-3,2,Internet,,7,3,1
,Nov,28-29,28/11/2013,1,YouGov,ST,30,-3,38,-1,10,2,-8,-2,Internet,,15,2,0
,Nov,29-1,29/11/2013,2,Populus,,33,-2,40,2,10,-2,-7,-4,Internet,,9,3,1
,Dec,1-2,01/12/2013,,YouGov,Sun,32,2,38,0,10,0,-6,2,Internet,,12,2,1
,Dec,2-3,02/12/2013,,YouGov,Sun,32,0,40,2,9,-1,-8,-2,Internet,,12,3,0
,Dec,3-4,03/12/2013,,YouGov,Sun,34,2,40,0,10,1,-6,2,Internet,,10,3,1
,Dec,4-5,04/12/2013,,YouGov,Sun,29,-5,41,1,9,-1,-12,-6,Internet,,14,2,1
,Dec,4-5,04/12/2013,6,Populus,,34,1,38,-2,13,3,-4,3,Internet,,7,3,1
,Dec,5-6,05/12/2013,8,YouGov,ST,34,5,39,-2,10,1,-5,7,Internet,,11,3,0
,Dec,6-8,06/12/2013,9,Populus,,33,-1,41,3,11,-2,-8,-4,Internet,,7,3,1
,Dec,6-8,06/12/2013,10,ICM,Gu,32,2,37,-1,12,-1,-5,3,Phone,,9,,
,Dec,7-9,07/12/2013,13,MORI,ES,33,1,37,-1,9,1,-4,2,Phone,Certain to vote,10,4,1
,Dec,8-9,08/12/2013,,YouGov,Sun,33,-1,38,-1,10,0,-5,0,Internet,,13,2,0
,Dec,9-10,09/12/2013,,YouGov,Sun,34,1,39,1,9,-1,-5,0,Internet,,12,2,0
,Dec,10-11,10/12/2013,,YouGov,Sun,33,-1,39,0,9,0,-6,-1,Internet,,13,2,1
,Dec,10-13,10/12/2013,15,Opinium,Ob,30,2,37,2,8,0,-7,0,Internet,,16,4,1
,Dec,11-12,11/12/2013,13,Populus,,33,0,38,-3,13,2,-5,3,Internet,,9,3,1
,Dec,11-12,11/12/2013,,YouGov,Sun,35,2,39,0,9,0,-4,2,Internet,,11,2,0
,Dec,11-13,11/12/2013,15,ComRes,IoS/SM,29,0,36,1,8,-2,-7,-1,Internet,,18,4,1
,Dec,12-13,12/12/2013,15,YouGov,ST,32,-3,38,-1,9,0,-6,-2,Internet,,13,2,1
,Dec,13-15,13/12/2013,18,ComRes,Ind,32,0,37,0,9,0,-5,0,Phone,,10,5,0
,Dec,13-15,13/12/2013,16,Populus,,33,0,40,2,13,0,-7,-2,Internet,,8,2,1
,Dec,15-16,15/12/2013,,YouGov,Sun,36,4,38,0,8,-1,-2,4,Internet,,11,2,0
,Dec,16-17,16/12/2013,,YouGov,Sun,33,-3,41,3,8,0,-8,-6,Internet,,13,2,0
,Dec,17-18,17/12/2013,,YouGov,Sun,34,1,38,-3,10,2,-4,4,Internet,,11,2,1
,Dec,18-19,18/12/2013,,YouGov,Sun,34,0,39,1,11,1,-5,-1,Internet,,12,1,0
,Dec,18-19,18/12/2013,20,Populus,,32,-1,40,0,12,-1,-8,-1,Internet,,8,3,1
,Dec,19-20,19/12/2013,22,YouGov,ST,34,0,40,1,9,-2,-6,-1,Internet,,11,2,1
,Dec,20-22,20/12/2013,23,Populus,,35,3,37,-3,12,0,-2,6,Internet,,9,3,1
,Dec,30-2,30/12/2013,5,Opinium,Ob,30,0,37,0,8,0,-7,0,Internet,,17,3,1
2014,Jan,3,03/01/2014,5,Survation,MoS,31,2,35,-1,11,1,-4,3,Internet,GB,16,3,1
,Jan,5-6,05/01/2014,,YouGov,Sun,32,-2,40,0,9,0,-8,-2,Internet,,12,2,1
,Jan,6-7,06/01/2014,,YouGov,Sun,32,0,37,-3,10,1,-5,3,Internet,,14,3,1
,Jan,7-8,07/01/2014,,YouGov,Sun,32,0,38,1,9,-2,-6,-1,Internet,,13,3,1
,Jan,8-9,08/01/2014,10,Populus,,33,-2,40,3,11,-1,-7,-5,Internet,,8,3,0
,Jan,8-9,08/01/2014,,YouGov,Sun,32,0,38,0,9,0,-6,0,Internet,,13,2,1
,Jan,9-10,09/01/2014,12,YouGov,ST,31,-1,40,2,9,0,-9,-3,Internet,,14,2,0
,Jan,10-11,10/01/2014,13,Populus,,33,0,38,-2,12,1,-5,2,Internet,,9,3,0
,Jan,10-12,10/01/2014,14,ICM,Gu,32,0,35,-2,14,2,-3,2,Phone,,10,3,
,Jan,11-14,11/01/2014,17,MORI,ES,30,-3,39,2,13,4,-9,-5,Phone,Certain to vote,11,3,0
,Jan,12-13,12/01/2014,,YouGov,Sun,33,2,38,-2,11,2,-5,4,Internet,,12,2,1
,Jan,13-14,13/01/2014,,YouGov,Sun,34,1,37,-1,9,-2,-3,2,Internet,,13,2,1
,Jan,14-15,14/01/2014,,YouGov,Sun,33,-1,39,2,10,1,-6,-3,Internet,,12,2,0
,Jan,14-15,14/01/2014,16,Survation,Sky,30,-1,34,-1,12,1,-4,0,Internet,GB,17,2,1
,Jan,14-16,14/01/2014,19,Opinium,Ob,30,0,36,-1,8,0,-6,1,Internet,,17,3,0
,Jan,15-16,15/01/2014,,YouGov,Sun,32,-1,39,0,10,0,-7,-1,Internet,,12,3,2
,Jan,15-16,15/01/2014,17,Populus,,33,0,40,2,13,1,-7,-2,Internet,,9,2,0
,Jan,15-16,15/01/2014,19,ComRes,IoS/SM,30,1,35,-1,8,0,-5,2,Internet,,19,3,1
,Jan,16-17,16/01/2014,19,YouGov,ST,33,1,39,0,8,-2,-6,1,Internet,,13,2,1
,Jan,17-19,17/01/2014,20,Populus,,32,-1,39,-1,12,-1,-7,0,Internet,,9,3,1
,Jan,19-20,19/01/2014,,YouGov,Sun,32,-1,40,1,11,3,-8,-2,Internet,,12,2,1
,Jan,20-21,20/01/2014,,YouGov,Sun,34,2,38,-2,9,-2,-4,4,Internet,,13,3,0
,Jan,21-22,21/01/2014,,YouGov,Sun,32,-2,40,2,8,-1,-8,-4,Internet,,12,3,1
,Jan,22-23,22/01/2014,,YouGov,Sun,35,3,38,-2,8,0,-3,5,Internet,,12,2,1
,Jan,22-23,22/01/2014,24,Populus,,32,0,40,1,11,-1,-8,-1,Internet,,9,3,1
,Jan,23-24,23/01/2014,26,YouGov,ST,32,-3,39,1,9,1,-7,-4,Internet,,13,2,0
,Jan,24-26,24/01/2014,27,Populus,,33,1,40,0,11,0,-7,1,Internet,,8,3,0
,Jan,24-26,24/01/2014,28,ComRes,Ind,32,0,33,-4,9,0,-1,4,Phone,,14,5,1
,Jan,26-27,26/01/2014,,YouGov,Sun,35,3,37,-2,9,0,-2,5,Internet,,13,2,0
,Jan,27-28,27/01/2014,,YouGov,Sun,34,-1,37,0,9,0,-3,-1,Internet,,12,3,1
,Jan,28-29,28/01/2014,,YouGov,Sun,35,1,38,1,10,1,-3,0,Internet,,11,2,1
,Jan,28-31,28/01/2014,2,Opinium,Ob,29,-1,36,0,8,0,-7,-1,Internet,,17,4,1
,Jan,29-30,29/01/2014,,YouGov,Sun,32,-3,42,4,8,-2,-10,-7,Internet,,12,2,1
,Jan,29-30,29/01/2014,31,Populus,,32,-1,39,-1,11,0,-7,0,Internet,,10,3,0
,Jan,29-30,29/01/2014,2,ICM,STel,,,,,,,,,Internet,,,,
,Jan,30-31,30/01/2014,2,YouGov,ST,34,2,39,-3,8,0,-5,5,Internet,,11,3,0
,Jan,31-2,31/01/2014,3,Populus,,32,0,41,2,11,0,-9,0,Internet,,9,3,1
,Feb,1-3,01/02/2014,6,MORI,ES,31,1,38,-1,12,-1,-7,2,Phone,Certain to vote,10,3,0
,Feb,2-3,02/02/2014,,YouGov,Sun,33,-1,38,-1,11,3,-5,0,Internet,,11,1,0
,Feb,3-4,03/02/2014,,YouGov,Sun,33,0,39,1,8,-3,-6,-1,Internet,,13,3,1
,Feb,4-5,04/02/2014,,YouGov,Sun,35,2,39,0,9,1,-4,2,Internet,,10,2,0
,Feb,5-6,05/02/2014,,YouGov,Sun,32,-3,38,-1,10,1,-6,-2,Internet,,14,2,0
,Feb,5-6,05/02/2014,7,Populus,,33,,38,,9,,-5,,Internet,Change of methodology,15,2,1
,Feb,6-7,06/02/2014,9,YouGov,ST,35,3,39,1,10,0,-4,2,Internet,,10,3,0
,Feb,7-9,07/02/2014,10,Populus,,34,1,36,-2,11,2,-2,3,Internet,,12,3,1
,Feb,7-9,07/02/2014,11,ICM,Gu,34,2,38,3,10,-4,-4,-1,Phone,,11,,
,Feb,9-10,09/02/2014,,YouGov,Sun,33,-2,39,0,10,0,-6,-2,Internet,,12,2,1
,Feb,10-11,10/02/2014,,YouGov,Sun,34,1,39,0,10,0,-5,1,Internet,,11,2,0
,Feb,11-12,11/02/2014,,YouGov,Sun,32,-2,39,0,8,-2,-7,-2,Internet,,13,2,1
,Feb,11-14,11/02/2014,16,Opinium,Ob,28,-1,37,1,8,0,-9,-2,Internet,,17,2,1
,Feb,12-13,12/02/2014,16,ComRes,IoS/SM,32,2,37,2,9,1,-5,0,Internet,,15,2,1
,Feb,12-13,12/02/2014,,YouGov,Sun,33,1,39,0,9,1,-6,1,Internet,,12,2,1
,Feb,12-13,12/02/2014,14,Populus,,32,-2,38,2,9,-2,-6,-4,Internet,,14,3,1
,Feb,13-14,13/02/2014,16,YouGov,ST,32,-1,39,0,9,0,-7,-1,Internet,,12,3,1
,Feb,14-16,14/02/2014,17,Populus,,33,1,38,0,10,1,-5,1,Internet,,13,3,0
,Feb,16-17,16/02/2014,,YouGov,Sun,33,1,40,1,9,1,-7,0,Internet,,11,4,2
,Feb,17-18,17/02/2014,,YouGov,Sun,33,0,40,0,8,-1,-7,0,Internet,,12,3,0
,Feb,18-19,18/02/2014,,YouGov,Sun,33,0,37,-3,10,2,-4,3,Internet,,12,3,1
,Feb,19-20,19/02/2014,,YouGov,Sun,34,1,39,2,9,-1,-5,-1,Internet,,12,2,0
,Feb,19-20,19/02/2014,21,Populus,,32,-1,38,0,9,-1,-6,-1,Internet,,13,3,1
,Feb,20-21,20/02/2014,23,YouGov,ST,32,-2,39,0,8,-1,-7,-2,Internet,,12,2,0
,Feb,21-23,21/02/2014,24,Populus,,32,0,37,-1,10,1,-5,1,Internet,,15,2,1
,Feb,23-24,23/02/2014,,YouGov,Sun,33,1,38,-1,10,2,-5,2,Internet,,13,2,0
,Feb,24-25,24/02/2014,,YouGov,Sun,33,0,39,1,10,0,-6,-1,Internet,,11,3,1
,Feb,25-26,25/02/2014,,YouGov,Sun,34,1,40,1,10,0,-6,0,Internet,,11,3,0
,Feb,25-28,25/02/2014,2,Opinium,Ob,29,1,34,-3,10,2,-5,4,Internet,,19,3,1
,Feb,26-27,26/02/2014,,YouGov,Sun,34,0,39,-1,8,-2,-5,1,Internet,,12,3,0
,Feb,26-27,26/02/2014,28,Populus,,33,1,38,1,9,-1,-5,0,Internet,,13,3,1
,Feb,27-28,27/02/2014,2,YouGov,ST,34,0,38,-1,9,1,-4,1,Internet,,12,2,0
,Feb,28-2,28/02/2014,3,Populus,,34,1,37,-1,10,1,-3,2,Internet,,12,3,1
,Feb,28-2,28/02/2014,4,ComRes,Ind,30,-2,38,5,10,1,-8,-7,Phone,,11,4,1
,Mar,2-3,02/03/2014,,YouGov,Sun,32,-2,41,3,8,-1,-9,-5,Internet,,12,1,1
,Mar,3-4,03/03/2014,,YouGov,Sun,34,2,38,-3,9,1,-4,5,Internet,,13,2,0
,Mar,4-5,04/03/2014,,YouGov,Sun,34,0,37,-1,10,1,-3,1,Internet,,11,3,0
,Mar,5-6,05/03/2014,7,Populus,,34,0,37,0,9,-1,-3,0,Internet,,12,3,1
,Mar,5-6,05/03/2014,,YouGov,Sun,31,-3,40,3,9,-1,-9,-6,Internet,,13,3,1
,Mar,6-7,06/03/2014,9,YouGov,ST,32,1,39,-1,10,1,-7,2,Internet,,14,2,0
,Mar,7-9,07/03/2014,10,Populus,,34,0,38,1,9,0,-4,-1,Internet,,12,3,1
,Mar,7-11,07/03/2014,12,ICM,Gu,35,1,38,0,12,2,-3,1,Phone,,9,,
,Mar,8-12,08/03/2014,13,MORI,ES,32,1,35,-3,13,1,-3,4,Phone,Certain to vote,11,5,0
,Mar,9-10,09/03/2014,,YouGov,Sun,32,0,39,0,8,-2,-7,0,Internet,,13,3,0
,Mar,10-11,10/03/2014,,YouGov,Sun,34,2,38,-1,10,2,-4,3,Internet,,12,2,1
,Mar,11-12,11/03/2014,,YouGov,Sun,35,1,37,-1,9,-1,-2,2,Internet,,13,2,1
,Mar,11-12,11/03/2014,16,Opinium,Ob,30,1,35,1,10,0,-5,0,Internet,,16,3,1
,Mar,12-13,12/03/2014,,YouGov,Sun,33,-2,38,1,11,2,-5,-3,Internet,,10,2,0
,Mar,12-13,12/03/2014,14,Populus,,34,0,35,-3,10,1,-1,3,Internet,,13,2,1
,Mar,12-13,12/03/2014,16,ComRes,IoS/SM,32,0,35,-2,9,0,-3,2,Internet,,16,3,1
,Mar,13-14,13/03/2014,16,YouGov,ST,33,0,40,2,8,-3,-7,-2,Internet,,12,2,0
,Mar,14-16,14/03/2014,17,Populus,,32,-2,36,1,10,0,-4,-3,Internet,,13,3,1
,Mar,16-17,16/03/2014,,YouGov,Sun,32,-1,40,0,9,0,-8,-1,Internet,,11,3,0
,Mar,17-18,17/03/2014,,YouGov,Sun,34,2,38,-2,11,2,-4,4,Internet,,11,3,1
,Mar,18-19,18/03/2014,,YouGov,Sun,33,-1,38,0,11,0,-5,-1,Internet,,11,3,0
,Mar,19-20,19/03/2014,,YouGov,Sun,34,1,39,1,10,-1,-5,0,Internet,,10,2,1
,Mar,19-20,19/03/2014,21,Populus,,34,2,38,2,9,-1,-4,0,Internet,,12,2,0
,Mar,20-21,20/03/2014,23,YouGov,ST,36,2,37,-2,9,-1,-1,4,Internet,,11,2,1
,Mar,20-21,20/03/2014,23,Survation,MoS,34,4,35,1,9,-3,-1,3,Internet,GB,15,2,0
,Mar,21-23,21/03/2014,24,Populus,,34,0,35,-3,10,1,-1,3,Internet,,13,2,1
,Mar,21-23,21/03/2014,25,ComRes,Ind,31,1,36,-2,9,-1,-5,3,Phone,,11,5,1
,Mar,23-24,23/03/2014,,YouGov,Sun,36,0,38,1,10,1,-2,-1,Internet,,10,2,0
,Mar,24-25,24/03/2014,,YouGov,Sun,35,-1,38,0,10,0,-3,-1,Internet,,10,2,0
,Mar,25-26,25/03/2014,,YouGov,Sun,35,0,37,-1,9,-1,-2,1,Internet,,11,2,0
,Mar,25-28,25/03/2014,30,Opinium,Ob,32,2,33,-2,10,0,-1,4,Internet,,15,3,1
,Mar,26-27,26/03/2014,,YouGov,Sun,35,0,36,-1,10,1,-1,1,Internet,,11,3,0
,Mar,27-28,27/03/2014,28,Populus,,35,1,37,2,8,-2,-2,-1,Internet,,12,3,0
,Mar,27-28,27/03/2014,30,YouGov,ST,33,-2,40,4,9,-1,-7,-6,Internet,,11,2,1
,Mar,28-30,28/03/2014,31,Populus,,34,-1,37,0,10,2,-3,-1,Internet,,11,3,1
,Mar,30-31,30/03/2014,,YouGov,Sun,34,1,37,-3,11,2,-3,4,Internet,,13,2,1
,Mar,31-1,31/03/2014,,YouGov,Sun,33,-1,37,0,10,-1,-4,-1,Internet,,12,2,1
,Apr,1-2,01/04/2014,,YouGov,Sun,32,-1,38,1,10,0,-6,-2,Internet,,13,2,1
,Apr,2-3,02/04/2014,,YouGov,Sun,32,0,38,0,10,0,-6,0,Internet,,13,3,0
,Apr,2-3,02/04/2014,4,Populus,,33,-1,37,0,10,0,-4,-1,Internet,,13,2,1
,Apr,3-4,03/04/2014,6,YouGov,ST,34,2,39,1,9,-1,-5,1,Internet,,12,2,0
,Apr,4,04/04/2014,6,Survation,MoS,29,-5,36,1,10,1,-7,-6,Internet,GB,20,2,0
,Apr,4-6,04/04/2014,7,Populus,,34,1,37,0,9,-1,-3,1,Internet,,14,3,0
,Apr,5-7,05/04/2014,10,MORI,ES,31,-1,37,2,9,-4,-6,-3,Phone,Certain to vote,15,3,1
,Apr,6-7,06/04/2014,,YouGov,Sun,33,-1,36,-3,10,1,-3,2,Internet,,14,2,1
,Apr,7-8,07/04/2014,,YouGov,Sun,33,0,37,1,10,0,-4,-1,Internet,,13,2,1
,Apr,8-9,08/04/2014,,YouGov,Sun,33,0,36,-1,10,0,-3,1,Internet,,14,2,0
,Apr,8-10,08/04/2014,13,Opinium,Ob,30,-2,36,3,7,-3,-6,-5,Internet,,18,3,1
,Apr,9-10,09/04/2014,,YouGov,Sun,32,-1,38,2,8,-2,-6,-3,Internet,,14,2,1
,Apr,9-10,09/04/2014,11,Populus,,34,0,35,-2,11,2,-1,2,Internet,,12,2,1
,Apr,9-10,09/04/2014,13,ComRes,IoS/SM,29,-3,35,0,7,-2,-6,-3,Internet,,20,4,1
,Apr,10-11,10/04/2014,13,YouGov,ST,32,0,38,0,8,0,-6,0,Internet,,14,2,0
,Apr,11-13,11/04/2014,15,ComRes,Ind,30,-1,36,0,9,0,-6,-1,Phone,,12,4,1
,Apr,11-13,11/04/2014,15,ICM,Gu,32,-3,37,-1,12,0,-5,-2,Phone,,11,,
,Apr,11-13,11/04/2014,14,Populus,,33,-1,35,0,11,0,-2,-1,Internet,,13,2,0
,Apr,13-14,13/04/2014,,YouGov,Sun,33,1,38,0,9,1,-5,1,Internet,,12,3,0
,Apr,14-15,14/04/2014,,YouGov,Sun,34,1,37,-1,10,1,-3,2,Internet,,13,2,0
,Apr,15-16,15/04/2014,,YouGov,Sun,33,-1,39,2,9,-1,-6,-3,Internet,,11,3,1
,Apr,15-16,15/04/2014,17,Populus,,34,1,35,0,9,-2,-1,1,Internet,,14,3,1
,Apr,16-17,16/04/2014,,YouGov,Sun,33,0,35,-4,11,2,-2,4,Internet,,15,2,1
,Apr,17-21,17/04/2014,22,Populus,,33,-1,36,1,10,1,-3,2,Internet,,13,3,1
,Apr,21-22,21/04/2014,,YouGov,Sun,34,1,37,2,10,-1,-3,-1,Internet,,12,2,0
,Apr,22-23,22/04/2014,,YouGov,Sun,32,-2,37,0,10,0,-5,-2,Internet,,15,2,0
,Apr,22-25,22/04/2014,27,Opinium,Ob,32,2,34,-2,7,0,-2,4,Internet,,18,3,1
,Apr,23-24,23/04/2014,,YouGov,Sun,32,0,38,1,8,-2,-6,-1,Internet,,14,4,0
,Apr,23-24,23/04/2014,25,Populus,,35,2,35,-1,9,-1,0,3,Internet,,13,3,0
,Apr,24-25,24/04/2014,27,YouGov,ST,31,-1,36,-2,9,1,-5,1,Internet,,15,4,0
,Apr,25-27,25/04/2014,28,Populus,,32,-3,35,0,10,1,-3,-3,Internet,,15,3,0
,Apr,27-28,27/04/2014,,YouGov,Sun,32,1,37,1,10,1,-5,0,Internet,,15,2,0
,Apr,28-29,28/04/2014,,YouGov,Sun,32,0,37,0,9,-1,-5,0,Internet,,14,3,0
,Apr,29-30,29/04/2014,,YouGov,Sun,31,-1,37,0,9,0,-6,-1,Internet,,15,3,1
,Apr,30-1,30/04/2014,,YouGov,Sun,33,2,36,-1,10,1,-3,3,Internet,,15,2,1
,Apr,30-1,30/04/2014,2,Populus,,34,2,35,0,9,-1,-1,2,Internet,,14,3,0
,Apr,30-1,30/04/2014,4,ICM,STel,,,,,,,,,Internet,,,,
,May,1-2,01/05/2014,4,YouGov,ST,33,0,36,0,9,-1,-3,0,Internet,,15,4,0
,May,2-5,02/05/2014,6,Populus,,33,-1,36,1,8,-1,-3,-2,Internet,,14,4,1
,May,5-6,05/05/2014,,YouGov,Sun,34,1,35,-1,9,0,-1,2,Internet,,14,3,0
,May,6-7,06/05/2014,,YouGov,Sun,34,0,37,2,8,-1,-3,-2,Internet,,13,3,0
,May,6-8,06/05/2014,11,Opinium,Ob,29,-3,33,-1,9,2,-4,-2,Internet,,20,4,1
,May,7-8,07/05/2014,,YouGov,Sun,34,0,35,-2,8,0,-1,2,Internet,,13,4,1
,May,7-8,07/05/2014,9,Populus,,32,-1,36,0,8,0,-4,-1,Internet,,16,4,0
,May,8-9,08/05/2014,11,YouGov,ST,31,-3,38,3,9,1,-7,-6,Internet,,13,4,0
,May,9,09/05/2014,11,Survation,MoS,28,-1,33,-3,10,2,-5,2,Internet,GB,20,3,1
,May,9-11,09/05/2014,12,Populus,,35,3,36,0,8,0,-1,3,Internet,,13,3,1
,May,9-11,09/05/2014,12,Lord Ashcroft,,34,,32,,9,,2,,Phone,,15,,
,May,9-11,09/05/2014,12,ICM,Gu,33,1,31,-6,13,1,2,7,Phone,,15,,
,May,10-12,10/05/2014,14,MORI,ES,31,0,34,-3,9,0,-3,3,Phone,Certain to vote,11,8,1
,May,11-12,11/05/2014,,YouGov,Sun,35,4,36,-2,9,0,-1,6,Internet,,14,3,1
,May,12-13,12/05/2014,,YouGov,Sun,34,-1,34,-2,8,-1,0,1,Internet,,15,3,1
,May,13-14,13/05/2014,,YouGov,Sun,32,-2,35,1,10,2,-3,-3,Internet,,13,4,1
,May,14-15,14/05/2014,16,Populus,,32,-3,36,0,10,2,-4,-3,Internet,,13,3,1
,May,14-15,14/05/2014,,YouGov,Sun,34,2,36,1,8,-2,-2,1,Internet,,13,4,1
,May,14-15,14/05/2014,18,ComRes,IoS/SM,29,0,33,-2,8,1,-4,2,Internet,,19,4,1
,May,14-15,14/05/2014,18,ICM,STel,,,,,,,,,Internet,,,,
,May,15-16,15/05/2014,18,YouGov,ST,34,0,37,1,9,1,-3,-1,Internet,,,,
,May,16-18,16/05/2014,19,Lord Ashcroft,,29,-5,35,3,9,0,-6,,Phone,,14,,
,May,16-18,16/05/2014,20,ComRes,Ind,30,0,35,-1,8,-1,-5,1,Phone,,14,5,1
,May,16-18,16/05/2014,20,Populus,,35,3,34,-2,8,-2,1,5,Internet,,14,3,1
,May,18-19,18/05/2014,,YouGov,Sun,33,-1,37,0,9,0,-4,-1,Internet,,11,6,1
,May,19-20,19/05/2014,,YouGov,Sun,33,0,35,-2,11,2,-2,2,Internet,,13,3,0
,May,19-20,19/05/2014,,Survation,Mirror,28,0,35,2,8,-2,-7,-2,Internet,GB,21,3,1
,May,20-21,20/05/2014,,YouGov,Sun,33,0,36,1,9,-2,-3,-1,Internet,,13,4,1
,May,20-23,20/05/2014,25,Opinium,Ob,32,3,33,0,7,-2,-1,3,Internet,,19,4,1
,May,21-22,21/05/2014,,YouGov,Sun,34,1,34,-2,9,0,0,3,Internet,,14,5,0
,May,21-22,21/05/2014,23,Populus,,34,-1,36,2,9,1,-2,-3,Internet,,14,3,1
,May,22-23,22/05/2014,25,YouGov,ST,34,0,35,1,9,0,-1,-1,Internet,,13,5,0
,May,23,23/05/2014,25,Survation,MoS,27,-1,32,-3,9,1,-5,2,Internet,GB,23,3,0
